physionet,import,super_table_col_name,component_id,component
No,No,not_reviewed_(<100),587447116,"Codeine Confirm, Random UR"
No,No,not_reviewed_(<100),3327509203,Hepatitis E Virus Abs IgG/IgM Interp
No,No,not_reviewed_(<100),397756304,Path THMII Interp
No,No,not_reviewed_(<100),1521586,Porphobilinogen Urine Timed
No,No,not_reviewed_(<100),3097076995,"Anti-Voltage Gated K Channel, CSF"
No,No,not_reviewed_(<100),1512334,Mercury Urine ug/g creat
No,No,not_reviewed_(<100),587446267,"Oxycodone Confirm, Random UR"
No,No,not_reviewed_(<100),1515157,Carbamazepine %Free
No,No,not_reviewed_(<100),587447482,Opiates 6Acetylmorph UR
No,No,not_reviewed_(<100),1512336,Lead Urine ug/L
No,No,not_reviewed_(<100),1514078,Carbamazepine Free
No,No,not_reviewed_(<100),1512339,Lead Urine ug/day
No,No,not_reviewed_(<100),3327500805,Hepatitis E Virus Antibody IgG
No,No,not_reviewed_(<100),606236348,HLA Chimerism Comp Analysis
No,No,not_reviewed_(<100),1513007,Amphetamine Confirmation Interp Urine R
No,No,not_reviewed_(<100),26543249,Miscellaneous Prometheus
No,No,not_reviewed_(<100),3549401725,PEth 16:0/18.2 (PLPEth)
No,No,not_reviewed_(<100),1513571,Leptospira Antibody
No,No,not_reviewed_(<100),2105900149,NMO/AQP4 IgG Titer
No,No,not_reviewed_(<100),3470348733,VZV DNA Lesion
No,No,not_reviewed_(<100),3470347133,"VZV DNA Lesion, Specimen"
No,No,not_reviewed_(<100),3549401211,PEth 16:0/18.1 (POPEth)
No,No,not_reviewed_(<100),2259062873,Endomysial Antibody IgA Titer
No,No,not_reviewed_(<100),3520001859,Coronavirus COVID-19-URPP
No,No,not_reviewed_(<100),1514183,Estrogens Total
No,No,not_reviewed_(<100),1514186,Carbamazepine 10 11 Epoxide
No,No,not_reviewed_(<100),665487070,"O2Hb, Mixed V - Anes"
No,No,not_reviewed_(<100),665490910,"pH, Mixed V - Anes"
No,No,not_reviewed_(<100),665487026,"Base Excess, Mixed V - Anes"
No,No,not_reviewed_(<100),665486990,"Bicarbonate, Mixed V - Anes"
No,No,not_reviewed_(<100),665486918,"pCO2, Mixed V - Anes"
No,No,not_reviewed_(<100),665486954,"pO2, Mixed V - Anes"
No,No,not_reviewed_(<100),1514346,Dexamethasone Level
No,No,not_reviewed_(<100),388639877,"Orotic Acid Urine, Random"
No,No,not_reviewed_(<100),293270163,Lymphocytic Choriomeningitis Virus IGG
No,No,not_reviewed_(<100),2844504547,Myeloid Malignancies Panel Interp
No,No,not_reviewed_(<100),606231646,HLA Class II AB Spec Phenotype
No,No,not_reviewed_(<100),186736349,Basophil CSF Tube 3
No,No,not_reviewed_(<100),749092745,"Oxalate, Urine - per volume"
No,No,not_reviewed_(<100),1512314,Oxalic Acid Urine 24 Hour
No,No,not_reviewed_(<100),2844505587,Myeloid Malignancies Enhanced Report
No,No,not_reviewed_(<100),749512528,Fetal Fibronectin Gestational Age
No,No,not_reviewed_(<100),293270191,Lymphocytic Choriomeningitis Virus IGM
No,No,not_reviewed_(<100),381175190,Cortisol Salivary
No,No,not_reviewed_(<100),1513631,Itraconazole Level
No,No,not_reviewed_(<100),1513715,Hydroxy-Itraconazole
No,No,not_reviewed_(<100),1512689,Triiodothyronine Reverse
No,No,not_reviewed_(<100),1514152,Fecal Fat Quantitative Timed
No,No,not_reviewed_(<100),1512477,TVFECAL
No,No,not_reviewed_(<100),749092467,"Citric Acid/Creatinine Ratio, Urine"
No,No,not_reviewed_(<100),1513969,Glucagon Level
No,No,not_reviewed_(<100),1512387,Citric Acid Urine mg/dl
No,No,not_reviewed_(<100),1512601,TIMEFECAL
No,No,not_reviewed_(<100),1512386,Citric Acid Urine /24 hrs
No,No,not_reviewed_(<100),2038579279,Zika Virus RNA Qualitative by PCR Urine
No,No,not_reviewed_(<100),1732280615,Donor NAT Triplex HCV Discriminatory
No,No,not_reviewed_(<100),3389412773,Saccharomyces cerevisiae Antibody IgA
No,No,not_reviewed_(<100),1514980,Amitriptyline Total
No,No,not_reviewed_(<100),1732281027,Donor NAT Triplex HIV-1 Discriminatory
No,No,not_reviewed_(<100),9424584,Miscellaneous Athena
No,No,not_reviewed_(<100),1514979,Amitriptyline Level
No,No,not_reviewed_(<100),1732281447,Donor NAT Triplex HBV Discriminatory
No,No,not_reviewed_(<100),1732280881,Donor NAT Triplex HCV Discrim Interp
No,No,not_reviewed_(<100),1732281381,Donor NAT Triplex HIV-1 Discrim Interp
No,No,not_reviewed_(<100),1515126,5 Nucleotidase
No,No,not_reviewed_(<100),3389429817,Saccharomyces cerevisiae Antibody IgG
No,No,not_reviewed_(<100),1732281617,Donor NAT Triplex HBV Discrim Interp
No,No,not_reviewed_(<100),38861664,Cystic Fibrosis Interpretation
No,No,not_reviewed_(<100),3164778913,Clobazam Level
No,No,not_reviewed_(<100),1107018553,Ependymal or Chor Plex Cells CSF Tube 1
No,No,not_reviewed_(<100),1793449253,Anti-PM/Scl Antibody-Ref Lab
No,No,not_reviewed_(<100),1512804,Rubeola Measles Antibody IgG
No,No,not_reviewed_(<100),1514206,Euglobulin Lysis Time
No,No,not_reviewed_(<100),38862059,Cystic Fibrosis Ethnicity
No,No,not_reviewed_(<100),3576685919,Miscellaneous ARUP 2
No,No,not_reviewed_(<100),38861940,Cystic Fibrosis Family History
No,No,not_reviewed_(<100),38861868,Cystic Fibrosis Symptoms
No,No,not_reviewed_(<100),342824510,CYP2C19 P450 Specimen Type
No,No,not_reviewed_(<100),1513748,17 Hydroxyprogesterone
No,No,not_reviewed_(<100),186736303,Eosinophil CSF Tube 2
No,No,not_reviewed_(<100),1512927,Reptilase Time
No,No,not_reviewed_(<100),1512503,Trypsin Level
No,No,not_reviewed_(<100),749077937,MTHFR Gene (C677T and A1298C) Mutations
No,No,not_reviewed_(<100),5432543,"Bilirubin Total, Cord"
No,No,not_reviewed_(<100),1512681,Thyroxine Binding Globulin
No,No,not_reviewed_(<100),651859715,Parasites
No,No,not_reviewed_(<100),1512458,Typhus Serology
No,No,not_reviewed_(<100),1732293255,Predicted Rh Variant Comment
No,No,not_reviewed_(<100),1345095035,Human Epididymis Protein 4
No,No,not_reviewed_(<100),1732293027,Predicted Rh Variant Phenotype
No,No,not_reviewed_(<100),965686956,Temazepam Confirm Urine R
No,No,not_reviewed_(<100),965685962,Lorazepam Confirm Urine R
No,No,not_reviewed_(<100),965684581,Alpha-hydroxymidazolam Confirm Urine R
No,No,not_reviewed_(<100),965684841,Alprazolam Confirm Urine R
No,No,not_reviewed_(<100),965686024,Midazolam Confirm Urine R
No,No,not_reviewed_(<100),965684292,7-aminoclonazepam Confirm Urine R
No,No,not_reviewed_(<100),965686341,Oxazepam Confirm Urine R
No,No,not_reviewed_(<100),965685260,Clonazepam Confirm Urine R
No,No,not_reviewed_(<100),965684367,Alpha-hydroxyalprazolam Confirm Urine R
No,No,not_reviewed_(<100),965685459,Diazepam Confirm Urine R
No,No,not_reviewed_(<100),965686226,Nordiazepam Confirm Urine R
No,No,not_reviewed_(<100),965685033,Chlordiazepoxide Confirm Urine R
No,No,not_reviewed_(<100),1512711,Streptococcus Pyogenes Antibody
No,No,not_reviewed_(<100),606230873,HLA Class I AB Spec Phenotype
No,No,not_reviewed_(<100),3327504023,"Hepatitis E Quant by PCR, Source"
No,No,not_reviewed_(<100),1514106,Flecainide Level
No,No,not_reviewed_(<100),3327508285,"Hepatitis E Quant by PCR, IU/mL"
No,No,not_reviewed_(<100),1090187537,Methylenedioxymethamphetamine Confirm
No,No,not_reviewed_(<100),3327517681,"Hepatitis E Quant by PCR, Interp"
No,No,not_reviewed_(<100),1090186600,Amphetamine Confirmation
No,No,not_reviewed_(<100),3327513589,"Hepatitis E Quant by PCR, Log IU/mL"
No,No,not_reviewed_(<100),1512847,Rotavirus Antigen
No,No,not_reviewed_(<100),315109188,Rotavirus Antigen Source
No,No,not_reviewed_(<100),1090187425,Methylenedioxyethylamphetamine Confirm
No,No,not_reviewed_(<100),3470309343,Group B Strep by PCR
No,No,not_reviewed_(<100),1514367,Cyanide Level
No,No,not_reviewed_(<100),1090187036,Methamphetamine Confirmation
No,No,not_reviewed_(<100),619408897,Benzodiazepine Confirmation
No,No,not_reviewed_(<100),1090187313,Methylenedioxyamphetamine Confirmation
No,No,not_reviewed_(<100),8869261,Fabry Test Interpretation
No,No,not_reviewed_(<100),1514908,Alk Phos Placental
No,No,not_reviewed_(<100),1514920,Alk Phos Bone
No,No,not_reviewed_(<100),1514904,Alk Phos Total
No,No,not_reviewed_(<100),1514913,Alk Phos Intestinal
No,No,not_reviewed_(<100),1514911,Alk Phos Liver
No,No,not_reviewed_(<100),342812508,VKORC1 Allele 1
No,No,not_reviewed_(<100),342812647,CYP2C9 VKORC1 Mutations Interp
No,No,not_reviewed_(<100),342812587,VKORC1 Allele 2
No,No,not_reviewed_(<100),342812441,CYP2C9 Allele 2
No,No,not_reviewed_(<100),342812318,CYP2C9 Allele 1
No,No,not_reviewed_(<100),1512406,Alpha Urine
No,No,not_reviewed_(<100),1512341,Kappa Urine
No,No,not_reviewed_(<100),1512325,Mu Urine
No,No,not_reviewed_(<100),1513602,Lipid Associated Sialic Acid
No,No,not_reviewed_(<100),200184728,"Estradiol, Female Premenopausal"
No,No,not_reviewed_(<100),1512364,Gamma Urine
No,No,not_reviewed_(<100),1512340,Lambda Urine
No,No,not_reviewed_(<100),1732312233,Weak D Analysis
No,No,not_reviewed_(<100),1512947,Diuretic Screen Urine Random
No,No,not_reviewed_(<100),2817152377,Toxocara Antibody Total
No,No,not_reviewed_(<100),554408519,Hydrochlorothiazide Urine Random
No,No,not_reviewed_(<100),2731888539,Creatinine Urine /24 hrs for VMA
No,No,not_reviewed_(<100),1513381,Culture Genital Mycoplasma
No,No,not_reviewed_(<100),1513700,Urine Immunoelectrophoresis Interp
No,No,not_reviewed_(<100),554410146,Metolazone Urine Random
No,No,not_reviewed_(<100),1788462,Von Willebrand Multimeric
No,No,not_reviewed_(<100),1512426,5-ALA Urine
No,No,not_reviewed_(<100),1512407,5-ALA Urine/24 hrs
No,No,not_reviewed_(<100),2284765033,Celiac Disease Dual Ag Screen
No,No,not_reviewed_(<100),554407956,Chlorothiazide Urine Random
No,No,not_reviewed_(<100),1732311251,Partial D Analysis
No,No,not_reviewed_(<100),381154115,HBV BCP Mutations
No,No,not_reviewed_(<100),987167710,Supervisor Review Peripheral Blood Smear
No,No,not_reviewed_(<100),554408857,Hydroflumethiazide UR Random
No,No,not_reviewed_(<100),554410591,Bumetanide Urine Random
No,No,not_reviewed_(<100),554410332,Furosemide Urine Random
No,No,not_reviewed_(<100),1513797,Histamine Level
No,No,not_reviewed_(<100),554409886,Chlorthalidone Urine Random
No,No,not_reviewed_(<100),1514144,Felbatol Level
No,No,not_reviewed_(<100),1176841447,Carbamazepine Type of Draw
No,No,not_reviewed_(<100),381153665,HBV Genotype
No,No,not_reviewed_(<100),554409483,Benzthiazide Urine Random
No,No,not_reviewed_(<100),381153794,HBV Polymerase Mutations
No,No,not_reviewed_(<100),1176841078,Carbamazepine Dose
No,No,not_reviewed_(<100),1176841352,Carbamazepine Dose Frequency
No,No,not_reviewed_(<100),306586937,Leishmania Antibody IgG
No,No,not_reviewed_(<100),1176841257,Carbamazepine Route
No,No,not_reviewed_(<100),381153917,HBV Precore Mutation
No,No,not_reviewed_(<100),3535429571,% CD16/CD56
No,No,not_reviewed_(<100),1513617,Clonazepam Level
No,No,not_reviewed_(<100),1513141,Primidone Level
No,No,not_reviewed_(<100),3434190133,Thiopurine Metabolites Interp
No,No,not_reviewed_(<100),1512710,Strong Ristocetin
No,No,not_reviewed_(<100),1513409,Moderate Ristocetin
No,No,not_reviewed_(<100),2284667269,Acylcarnitine Profile
No,No,not_reviewed_(<100),1107018888,Ependymal or Chor Plex Cells CSF Tube 4
No,No,not_reviewed_(<100),1512202,Weak Ristocetin
No,No,not_reviewed_(<100),3535431501,#CD16/CD56
No,No,not_reviewed_(<100),587447572,Opiates Confirm Intrp Randm UR
No,No,not_reviewed_(<100),1521550,Streptococcus Pyogenes Antibody Titer
No,No,not_reviewed_(<100),251450183,"HTLV I/II Antibody, Western Blot"
No,No,not_reviewed_(<100),1514502,Strong Collagen
No,No,not_reviewed_(<100),1512712,Strong ADP
No,No,not_reviewed_(<100),342818193,C26:0 Hexacosanoic Acid
No,No,not_reviewed_(<100),342818341,C24:0 to C22:0 Ratio
No,No,not_reviewed_(<100),342817487,Pristanic Acid
No,No,not_reviewed_(<100),342818233,Pristanic to Phytanic Ratio
No,No,not_reviewed_(<100),381168678,Spontaneous
No,No,not_reviewed_(<100),1514188,Epinephrine
No,No,not_reviewed_(<100),1513093,Pseudocholinesterase Level
No,No,not_reviewed_(<100),342824471,CYP2C19 Gene Mutation Interp
No,No,not_reviewed_(<100),1513339,Dibucaine Number
No,No,not_reviewed_(<100),1512527,Trichinella IGG Serology
No,No,not_reviewed_(<100),342818412,C26:0 to C22:0 Ratio
No,No,not_reviewed_(<100),554412666,Antineuronal IgG IB (Antiyo)
No,No,not_reviewed_(<100),1521469,West Nile Virus PCR
No,No,not_reviewed_(<100),1521468,West Nile Specimen Type
No,No,not_reviewed_(<100),381170326,Weak Collagen
No,No,not_reviewed_(<100),342817425,Fatty Acids Profile Interp
No,No,not_reviewed_(<100),342816483,Phytanic Acid
No,No,not_reviewed_(<100),342817612,C22:0 Behenic Acid
No,No,not_reviewed_(<100),342818134,C24:0 Tetracosanoic Acid
No,No,not_reviewed_(<100),1512203,Weak ADP
No,No,not_reviewed_(<100),381152594,IGVH Mutation Analysis
No,No,not_reviewed_(<100),1563104021,CYP2C19 Genotype
No,No,not_reviewed_(<100),1512816,THC Confirmation Urine Random
No,No,not_reviewed_(<100),1513004,Amylase Urine Random
No,No,not_reviewed_(<100),225153800,LHON Screen Result
No,No,not_reviewed_(<100),22842728,"N-Telopeptide, Cross-Link Urine"
No,No,not_reviewed_(<100),1514355,D-Clomipramine
No,No,not_reviewed_(<100),1514538,Clomipramine Level
No,No,not_reviewed_(<100),1514537,Clomipramine Total
No,No,not_reviewed_(<100),1515074,Acid Phosphatase
No,No,not_reviewed_(<100),1107019099,Ependymal or Chor Plexus CSF Shunt (EVD)
No,No,not_reviewed_(<100),1107027588,Ebola Zaire Virus Qual PCR POCT
No,No,not_reviewed_(<100),1514686,Complement Component 2
No,No,not_reviewed_(<100),1695129277,Cancer Antigen 19-9 Body Fluid Source
No,No,not_reviewed_(<100),3626508115,ANA Cytoplasmic Pattern
No,No,not_reviewed_(<100),749077582,Creatine mg/dL
No,No,not_reviewed_(<100),1514936,Androstenedione
No,No,not_reviewed_(<100),1513236,Plasminogen Activity Level
No,No,not_reviewed_(<100),618860959,Uric Acid BF Type
No,No,not_reviewed_(<100),1514864,Autologous Flow Crossmatch
No,No,not_reviewed_(<100),1514418,Creatine
No,No,not_reviewed_(<100),1514731,Uric Acid Body Fluid
No,No,not_reviewed_(<100),2038606229,B. burgdorferi IgM
No,No,not_reviewed_(<100),3519914491,SARS-CoV-2 by PCR Quest
No,No,not_reviewed_(<100),342791292,Cancer Antigen 19-9 Body Fluid
No,No,not_reviewed_(<100),200184930,"Estradiol, Child, Male,or Postmenopausal"
No,No,not_reviewed_(<100),2038606521,B. burgdorferi IgG
No,No,not_reviewed_(<100),1512982,Benzodiazepine Confirm Urine Random
No,No,not_reviewed_(<100),3164780579,Cotinine Level
No,No,not_reviewed_(<100),3705257597,MOG IgG
No,No,not_reviewed_(<100),3026313653,ANA Titer2
No,No,not_reviewed_(<100),1514910,Apolipoprotein A1
No,No,not_reviewed_(<100),3026314219,ANA Pattern2
No,No,not_reviewed_(<100),1513247,Pseudocholinesterase Phenotype
No,No,not_reviewed_(<100),342824374,CYP2C19 Allele 1
No,No,not_reviewed_(<100),342824416,CYP2C19 Allele 2
No,No,not_reviewed_(<100),3164780645,Nicotine Level
No,No,not_reviewed_(<100),1512573,Total CD3
No,No,not_reviewed_(<100),1512353,Histamine Urine 24 Hour
No,No,not_reviewed_(<100),1514123,Free Fatty Acids
No,No,not_reviewed_(<100),186736306,Basophil CSF Tube 2
No,No,not_reviewed_(<100),3164785565,3-OH-Cotinine Level
No,No,not_reviewed_(<100),381167652,Complement Factor-B
No,No,not_reviewed_(<100),749092629,UHist/Creat
No,No,not_reviewed_(<100),749092525,"Histamine, Urine - per Volume"
No,No,not_reviewed_(<100),1514672,Cadmium Level
No,No,not_reviewed_(<100),1514622,CD3#
No,No,not_reviewed_(<100),293135433,Methadone Metabolite
No,No,not_reviewed_(<100),2304218949,Leukotriene E4 Urine Random
No,No,not_reviewed_(<100),665494892,"Oxygen Saturation, Mixed V - Anes"
No,No,not_reviewed_(<100),1741004959,HLA Virtual Crossmatch Report
No,No,not_reviewed_(<100),1512875,Methadone Quantitation Urine Random
No,No,not_reviewed_(<100),321868359,Anti-Mullerian Hormone
No,No,not_reviewed_(<100),1212777102,Tau:ABeta42 Methods CSF
No,No,not_reviewed_(<100),1514994,Alpha 2 Antiplasmin Assay
No,No,not_reviewed_(<100),1513665,Raji Cell Immune Complexes
No,No,not_reviewed_(<100),1513800,Human Herpesvirus 6 Antibody
No,No,not_reviewed_(<100),1513080,PT PNP 1HR
No,No,not_reviewed_(<100),1563104285,CYP2C19 Phenotype
No,No,not_reviewed_(<100),1212777141,Tau:ABeta42 References CSF
No,No,not_reviewed_(<100),1212775979,Tau:ABeta42 Interpretation CSF
No,No,not_reviewed_(<100),1212776718,Tau:ABeta42 Comments CSF
No,No,not_reviewed_(<100),1513082,PT PAT 1HR
No,No,not_reviewed_(<100),1212776134,Tau:ABeta42 Technical Results CSF
No,No,not_reviewed_(<100),1513085,PT MIX 1HR
No,No,not_reviewed_(<100),381175294,Saliva Collection Time
No,No,not_reviewed_(<100),999156867,Chromosomal Microarray Prd of Conception
No,No,not_reviewed_(<100),2844371019,C1 Esterase Inhibitor Functional
No,No,not_reviewed_(<100),1513014,Rabies Titer
No,No,not_reviewed_(<100),2038592889,Donor Hep B Core Ab Supplemental Interp
No,No,not_reviewed_(<100),3598098655,ACh Receptor Ab Reflex Panel Interp
No,No,not_reviewed_(<100),1513272,Pentobarbital Level
No,No,not_reviewed_(<100),1512688,T3 Resin Uptake
No,No,not_reviewed_(<100),1512446,Glucose Level Urine 24 Hour
No,No,not_reviewed_(<100),2038593053,Donor Hep B Core Ab Supplemental
No,No,not_reviewed_(<100),1512753,Sex Hormone Binding Globulin
No,No,not_reviewed_(<100),1512637,THROM INT
No,No,not_reviewed_(<100),965687136,Zolpidem Confirm Urine R
No,No,not_reviewed_(<100),342803959,Allomap Molecular Expression
No,No,not_reviewed_(<100),1514881,Antithrombin III Antigen
No,No,not_reviewed_(<100),619409763,EDDP Confirmation
No,No,not_reviewed_(<100),3451029605,"Ureaplasma, Mycoplasma Source"
No,No,not_reviewed_(<100),3549398959,N-Desmethylclobazam
No,No,not_reviewed_(<100),1345100061,Butalbital Confirmation
No,No,not_reviewed_(<100),3451029861,Ureaplasma urealyticum by PCR
No,No,not_reviewed_(<100),619409610,Methadone Confirmation
No,No,not_reviewed_(<100),3451029839,Ureaplasma parvum by PCR
No,No,not_reviewed_(<100),1345100525,Amobarbital Confirmation
No,No,not_reviewed_(<100),3705241301,"Coccidioides Antibody, IgM by ELISA"
No,No,not_reviewed_(<100),3705241083,"Coccidioides Antibody, IgG by ELISA"
No,No,not_reviewed_(<100),3495414633,21-Hydroxylase Autoantibody
No,No,not_reviewed_(<100),1345100473,Pentobarbital Confirmation
No,No,not_reviewed_(<100),1345099935,Phenobarbital Confirmation
No,No,not_reviewed_(<100),3451024437,Mycoplasma genitalium by PCR
No,No,not_reviewed_(<100),1345100659,Secobarbital Confirmation
No,No,not_reviewed_(<100),3451030065,Mycoplasma hominis by PCR
No,No,not_reviewed_(<100),965722957,Free Carbamazepine Dose Information
No,No,not_reviewed_(<100),315106790,Mycoplasma/Ureaplasma Source
No,No,not_reviewed_(<100),1513303,Pancreatic Polypeptide
No,No,not_reviewed_(<100),2703061267,Diphtheria Antibody IgG
No,No,not_reviewed_(<100),1514179,Ethosuximide Level
No,No,not_reviewed_(<100),1512962,Cocaine Confirmation Urine Random
No,No,not_reviewed_(<100),965723100,Free Carbamazepine Draw Time
No,No,not_reviewed_(<100),321866362,Mitotane (Lysodren) Level
No,No,not_reviewed_(<100),2259002843,English Plantain IgE
No,No,not_reviewed_(<100),1250904519,Lymphocyte Ag and Mitogen Prolif Panel
No,No,not_reviewed_(<100),1514208,EDD
No,No,not_reviewed_(<100),1512654,Thallium Level
No,No,not_reviewed_(<100),2259002117,Silver Birch IgE
No,No,not_reviewed_(<100),1513480,MAT AGE
No,No,not_reviewed_(<100),2259011113,Timothy Grass IgE
No,No,not_reviewed_(<100),2259002471,Lamb's Quarters IgE
No,No,not_reviewed_(<100),1512724,SPECIMEN
No,No,not_reviewed_(<100),2259010707,Meadow Fescue IgE
No,No,not_reviewed_(<100),2259002941,White Ash IgE
No,No,not_reviewed_(<100),3327499227,Trypanosoma cruzi Antibody IgG
No,No,not_reviewed_(<100),3327499473,Trypanosoma cruzi Antibody IgM
No,No,not_reviewed_(<100),1513479,MAT RACE
No,No,not_reviewed_(<100),1512582,Tumor Necrosis Factor Alpha
No,No,not_reviewed_(<100),1513078,PT RACE
No,No,not_reviewed_(<100),2259002645,Giant Ragweed IgE
No,No,not_reviewed_(<100),1513343,NTD
No,No,not_reviewed_(<100),2259003149,Willow IgE
No,No,not_reviewed_(<100),1512207,WEIGHT
No,No,not_reviewed_(<100),1515039,AFPMOM
No,No,not_reviewed_(<100),1515040,AFPINT
No,No,not_reviewed_(<100),2259009969,Cottonwood IgE
No,No,not_reviewed_(<100),2284850453,Myositis Interpretive Info-Ref Lab
No,No,not_reviewed_(<100),1515041,AFP PT
No,No,not_reviewed_(<100),1513340,N-Telopeptide Serum
No,No,not_reviewed_(<100),1514128,FETUS NO
No,No,not_reviewed_(<100),1515125,68 KD HSP 70  Antibody
No,No,not_reviewed_(<100),1514127,FETUS#
No,No,not_reviewed_(<100),1514610,CD3+8+
No,No,not_reviewed_(<100),2259010433,Boxelder-Maple IgE
No,No,not_reviewed_(<100),3097084125,"NMO/AQP4 IgG Titer, CSF"
No,No,not_reviewed_(<100),1513988,GESTAGE
No,No,not_reviewed_(<100),1514239,DUE DATE
No,No,not_reviewed_(<100),1513642,INS DIAB
No,No,not_reviewed_(<100),2817147267,H. pylori Breath Test
No,No,not_reviewed_(<100),1513447,METHOD
No,No,not_reviewed_(<100),1513863,"Heinz Body Stain, Induced"
No,No,not_reviewed_(<100),2259011431,Dermatophagoides farinae IgE
No,No,not_reviewed_(<100),1512929,REPEAT
No,No,not_reviewed_(<100),1513865,"Heinz Body Stain, Direct"
No,No,not_reviewed_(<100),1513717,HX NTD
No,No,not_reviewed_(<100),1514618,CD3+4+
No,No,not_reviewed_(<100),1513382,MWEIGHT
No,No,not_reviewed_(<100),1513267,PERIOD
No,No,not_reviewed_(<100),1514282,DOB
No,No,not_reviewed_(<100),1514343,DIAB
No,No,not_reviewed_(<100),2259010193,Helminthosporium Halodes IgE
No,No,not_reviewed_(<100),1514357,DATING
No,No,not_reviewed_(<100),1514617,CD3+4+ABS
No,No,not_reviewed_(<100),1514614,CD3+56-
No,No,not_reviewed_(<100),1514615,CD3+4-8-ABS
No,No,not_reviewed_(<100),1514612,CD3+56+
No,No,not_reviewed_(<100),1514611,CD3+56+ABS
No,No,not_reviewed_(<100),1514616,CD3+4-8-
No,No,not_reviewed_(<100),1512404,Aluminum Urine ug/g creat
No,No,not_reviewed_(<100),1512934,Recipient
No,No,not_reviewed_(<100),1515135,CD3+CD56+G/D+#
No,No,not_reviewed_(<100),1514613,CD3+56-ABS
No,No,not_reviewed_(<100),2766523317,PLA2R Antibody IgG Titer
No,No,not_reviewed_(<100),1512391,Carnitine Level Urine 24 Hour
No,No,not_reviewed_(<100),293135131,Chain of Custody
No,No,not_reviewed_(<100),1513325,Osteocalcin Level
No,No,not_reviewed_(<100),1515145,123+11C-ABS
No,No,not_reviewed_(<100),1515143,123-11C+ABS
No,No,not_reviewed_(<100),1514932,Anti Neuronal Nuclear Antibody
No,No,not_reviewed_(<100),1514601,CD3-8(lo)ABS
No,No,not_reviewed_(<100),1514609,CD3+8+ABS
No,No,not_reviewed_(<100),1514602,CD3-8(lo)
No,No,not_reviewed_(<100),1514605,CD3-4(HI)ABS
No,No,not_reviewed_(<100),1515131,CD3+CD8+G/D+#
No,No,not_reviewed_(<100),1515133,CD3+CD8+G/D+
No,No,not_reviewed_(<100),965683726,2-hydroxyethylflurazepam Confirm Urine R
No,No,not_reviewed_(<100),1515129,CD3+8-G/D+#
No,No,not_reviewed_(<100),1512402,Aluminum Urine ug/L
No,No,not_reviewed_(<100),1515139,3+56+8-#
No,No,not_reviewed_(<100),1512405,Aluminum Urine 24 Hour
No,No,not_reviewed_(<100),1514909,Apolipoprotein B
No,No,not_reviewed_(<100),965685692,Desalkylflurazepam Confirm Urine R
No,No,not_reviewed_(<100),1512565,Total CD19
No,No,not_reviewed_(<100),1512564,Total CD19 A
No,No,not_reviewed_(<100),2284850227,Dermatomyositis Interp Info-Ref Lab
No,No,not_reviewed_(<100),1515115,Alpha 2 Macroglobulin
No,No,not_reviewed_(<100),1107018705,Ependymal or Chor Plex Cells CSF Tube 2
No,No,not_reviewed_(<100),1512535,Trazadone Level
No,No,not_reviewed_(<100),1512643,Thiocyanate Level
No,No,not_reviewed_(<100),293135695,Methadone Comment
No,No,not_reviewed_(<100),965684752,Alpha-hydroxytriazolam Confirm Urine R
No,No,not_reviewed_(<100),965686561,Prazepam Confirm Urine R
No,No,not_reviewed_(<100),1514629,CD16+56+ABS
No,No,not_reviewed_(<100),1514630,CD16+56+
No,No,not_reviewed_(<100),1514636,CD14
No,No,not_reviewed_(<100),1514627,CD16-56+ABS
No,No,not_reviewed_(<100),1514628,CD16-56+
No,No,not_reviewed_(<100),1514631,CD16+56-ABS
No,No,not_reviewed_(<100),1514632,CD16+56-
No,No,not_reviewed_(<100),1515137,3+56+8+#
No,No,not_reviewed_(<100),1514635,CD14#
No,No,not_reviewed_(<100),757355162,17-OH-corticosteroids per 24h Urine
No,No,not_reviewed_(<100),388642506,Family History of Aneuploidy
No,No,not_reviewed_(<100),2793017771,Alk Phos Isoenzymes Interp
No,No,not_reviewed_(<100),1521579,INHIBIN A DIMER
No,No,not_reviewed_(<100),1361706383,HIV-1 DNA Qualitative by PCR
No,No,not_reviewed_(<100),2793016089,Alk Phos Macrohepatic
No,No,not_reviewed_(<100),1521580,INHIBIN A DIMER MOM
No,No,not_reviewed_(<100),757355380,17-OH-corticosteroids Volume of Urine
No,No,not_reviewed_(<100),1515053,Adenovirus Antibody
No,No,not_reviewed_(<100),1512368,UE3 PT
No,No,not_reviewed_(<100),1512367,UE3MOM
No,No,not_reviewed_(<100),3434302677,Infliximab (IFX) level
No,No,not_reviewed_(<100),831154058,Wt
No,No,not_reviewed_(<100),1176842632,Ethosuximide Dose
No,No,not_reviewed_(<100),1176842754,Ethosuximide Dose Frequency
No,No,not_reviewed_(<100),1176842677,Ethosuximide Route
No,No,not_reviewed_(<100),1176842788,Ethosuximide Type of Draw
No,No,not_reviewed_(<100),3434303289,Infliximab (IFX) antibodies
No,No,not_reviewed_(<100),749077661,Familial History of Aneuploidy
No,No,not_reviewed_(<100),3434305615,Anser IFX Interp
No,No,not_reviewed_(<100),1513900,HCGMOM
No,No,not_reviewed_(<100),3576690859,Miscellaneous ARUP 3
No,No,not_reviewed_(<100),1513212,Preliminary Neutrophil %
No,No,not_reviewed_(<100),321865367,Anti-Paraneoplastic Western Blot
