Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,
1132,MethylPREDNISolone 40 mg inj,methylPREDNISolone,Not Recorded,none,161910,,,
1133,MethylPREDNISolone 40 mg/mL susp inj 5mL,methylPREDNISolone,Not Recorded,5 mL,1,mL,5,
1134,MethylPREDNISolone 500mg inj,methylPREDNISolone,Not Recorded,none,2788,,,
1135,Methylene Blue 1% 10mg/mL inj,methylene blue 1%,Not Recorded,none,443,,,
1136,Methylene Blue 100 mg / 10mL inj,methylene blue,Not Recorded,10 mL,531,mL,10,
1137,Methylene Blue 5mg/mL 10mL inj,methylene blue,Not Recorded,10 mL,929,mL,10,
1138,Methylergonovine 0.2 mg/1 mL inj,methylergonovine,Not Recorded,1 mL,81,mL,1,
1139,Methylnaltrexone 12mg inj.,methylnaltrexone,Not Recorded,none,6,,,
1140,Methylnaltrexone 8 mg inj,methylnaltrexone,Not Recorded,none,1,,,
1141,MetoCLOPRAMIDE 1 mg/1 mL Ped oral syringe,metoCLOPRAMIDE ped liq,Not Recorded,1 mL,2,mL,1,
1142,MetoCLOPRAMIDE 10 mg tab,metoCLOPRAMIDE,Not Recorded,none,10,,,
1143,MetoCLOPRAMIDE 10 mg/10 mL liq,metoCLOPRAMIDE,Not Recorded,10 mL,1,mL,10,
1144,MetoCLOPRAMIDE 10 mg/2 mL inj,metoCLOPRAMIDE,Not Recorded,2 mL,263442,mL,2,
1145,MetoCLOPRAMIDE 5 mg tab,metoCLOPRAMIDE,Not Recorded,none,1,,,
1146,MetoCLOPRAMIDE 5 mg/mL 10 mL inj,metoCLOPRAMIDE,Not Recorded,10 mL,21,mL,10,
1147,MetoPROLOL 5 mg/5 mL inj,metoPROLOL,Not Recorded,5 mL,162845,mL,5,
1148,MetoPROLOL Succinate XL 50 mg tab,metoPROLOL Succinate  XL,Not Recorded,none,1,,,
1149,MetoPROLOL Succinate XL 50 mg tab,metoPROLOL XL,Not Recorded,none,3,,,
1150,MetoPROLOL Tartrate 50 mg tab,metoPROLOL,Not Recorded,none,2,,,
1151,MetoPROLOL tartrate 25 mg tab,metoPROLOL,Not Recorded,none,1,,,
1152,MetoPROLOL tartrate 25 mg tab,metoPROLOL Tartrate,Not Recorded,none,1,,,
1153,MetroNIDAZOLE tab(s) for wound care,metroNIDAZOLE,Not Recorded,none,1,,,
1154,Metronidazole 500 mg tab,metronidazole,Not Recorded,none,4,,,
1155,Metronidazole 500 mg/NS 100 mL,metronidazole / NS,Not Recorded,100 mL,334932,mL,100,
1156,Metronidazole 5mg/mL/NS neonate syringe,metronidazole in NS syringe,Not Recorded,none,102,,,
1157,Micafungin 100 mg inj,micafungin,Not Recorded,none,43380,,,
1158,Micafungin 50 mg inj,micafungin,Not Recorded,none,25813,,,
1159,Micafungin 5mg/mL 2mL lock soln.,micafungin lock soln.,Not Recorded,2 mL,9,mL,2,
1160,Midazolam 10 mg/5mL syrup,midazolam,Not Recorded,5 mL,1,mL,5,
1161,Midazolam 1mg/mL inj 5 mL,midazolam,Not Recorded,5 mL,5006,mL,5,
1162,Midazolam 2mg/2mL inj,midazolam,Not Recorded,2 mL,241946,mL,2,
1163,Midazolam 5 mg/mL inj 10 mL,midazolam,Not Recorded,10 mL,108520,mL,10,
1164,Milrinone 10 mg/10 mL inj,milrinone,Not Recorded,10 mL,8,mL,10,
1165,Milrinone 20 mg/20 mL inj,milrinone,Microgram/Kilogram/Minute,20 mL,27327,mL,20,
1166,Minocycline 100 mg inj,minocycline,Not Recorded,none,849,,,
1167,Misoprostol 100 mcg tab,misoprostol,Not Recorded,none,1,,,
1168,Misoprostol 200 mcg tab,misoprostol,Not Recorded,none,2,,,
1169,Misoprostol 25 mcg tab,misoprostol,Not Recorded,none,1,,,
1170,MitoMYCIN 20 mg inj,mitoMYCIN,Not Recorded,none,6,,,
1171,MitoXANTRONE 20mg/10 mL inj,mitoXANTRONE,Not Recorded,10 mL,168,mL,10,
1172,MitoXANTRONE 25mg/12.5mL inj,mitoXANTRONE,Not Recorded,12.5 mL,78,mL,12.5,
1173,Morphine 1 mg/mL neonate syringe,morphine in syringe,Not Recorded,none,15,,,
1174,Morphine 10 mg/ 1 mL PF inj,morphine,Not Recorded,1 mL,12901,mL,1,
1175,Morphine 10 mg/1 mL inj vial,morphine,Not Recorded,1 mL,10282,mL,1,
1176,Morphine 10 mg/5 mL liq,morphine,Not Recorded,5 mL,12,mL,5,
1177,Morphine 10 mg/mL inj 10 mL vial,morphine,Not Recorded,10 mL,1180,mL,10,
1178,Morphine 15 mg/ 1 ml inj,morphine,Milligram/Hour,1 mL,6615,mL,1,
1179,Morphine 15mg/mL 20 mL inj,morphine,Not Recorded,20 mL,4873,mL,20,
1180,Morphine 2 mg/ 1 mL inj,morphine,Not Recorded,1 mL,628429,mL,1,
1181,Morphine 2 mg/mL inj for Neonate study only,morphine,Not Recorded,none,32,,,
1182,Morphine 2mg/mL oral liq,morphine,Not Recorded,none,2,,,
1183,Morphine 4 mg/ 1 mL inj,morphine,Not Recorded,1 mL,276887,mL,1,
1184,Morphine 5 mg/1 mL inj,morphine,Not Recorded,1 mL,26111,mL,1,
1185,Morphine 8 mg/1 mL inj,morphine sulfate,Not Recorded,1 mL,8337,mL,1,
1186,Morphine PCA 1mg/ml 50 mLSyr.,morphine PCA 1mg/ml 50mL Syr.,Not Recorded,none,4293,,,
1187,Morphine PCA 50 mg/50 mL,morphine PCA,Not Recorded,50 mL,3316,mL,50,
1188,Morphine PCA/NCA 50 mg/50 mL,morphine PCA,Not Recorded,50 mL,24842,mL,50,
1189,Morphine PCA/NCA 50 mg/50 mL,morphine PCA/NCA,Not Recorded,50 mL,13966,mL,50,
1190,Morphine-PF 10 mg/10 mL inj,morphine pf,Not Recorded,10 mL,185,mL,10,
1191,Morphine-PF 200 mg/20 mL inj,morphine,Not Recorded,20 mL,1,mL,20,
1192,Morphine-PF 5 mg/10 mL inj,morphine,Not Recorded,10 mL,8,mL,10,
1193,Moxifloxacin 400 mg/250 mL NS IVPB,moxifloxacin in ns,Not Recorded,250 mL,1016,mL,250,
1194,Multivitamin Pediatric 5 mL inj,multiple vitamins,Not Recorded,5 mL,126,mL,5,
1195,Mycophenolate 250 mg cap,mycophenolate,Not Recorded,none,1,,,
1196,Mycophenolate 500 mg inj,mycophenolate,Not Recorded,none,28188,,,
1197,Mycophenolate 500 mg tab,mycophenolate,Not Recorded,none,6,,,
1198,Mycophenolate 500 mg/2.5mL oral susp (UD cup),mycophenolate,Not Recorded,2.5 mL,11,mL,2.5,
1199,NACL  0.45% 100 ml bag,nacl 0.45%,Not Recorded,100 mL,591,mL,100,
1200,NACL  0.45% 50 mL IV bag,nacl 0.45%,Not Recorded,50 mL,18,mL,50,
1201,NACL 0.45% +20 mEq KCl 1000 mL,nacl 0.45% + kcl,Not Recorded,1000 mL,38575,mL,1000,
1202,NACL 0.45% 1000 mL IV bag,nacl 0.45%,Not Recorded,1000 mL,706959,mL,1000,
1203,NACL 0.45% 250 mL IV bag,nacl 0.45%,Not Recorded,250 mL,1542,mL,250,
1204,NACL 0.45% 500 mL IV bag,nacl 0.45%,Not Recorded,500 mL,21316,mL,500,
1205,NACL 2.5 mEq/ mL 40mL inj,NACL 2.5 mEq/mL,Not Recorded,40 mL,220,mL,40,
1206,NACL 800mEq/200mL 23.4% inj,nacl 23.4%,Not Recorded,200 mL,1,mL,200,
1207,NICU 10% Starter TPN,NICU 10% Starter TPN,Not Recorded,none,13,,,
1208,NICU Starter TPN,NICU Starter TPN,Not Recorded,none,78,,,
1209,NOREPInephrine 16mcg/mL OR syringe,NOREPInephrine,Not Recorded,none,45955,,,
1210,NOREPInephrine 4mcg/mL OR syringe (40mcg),NOREPInephrine,Not Recorded,none,18,,,
1211,NOREPInephrine 4mg/4mL inj,NOREPInephrine,Microgram/Kilogram/Minute,4 mL,882302,mL,4,
1212,NS 100 mL IV bag,nacl 0.9%,Not Recorded,100 mL,2011148,mL,100,
1213,NS 100 mL IV bag for chemo,nacl 0.9%,Not Recorded,100 mL,16226,mL,100,
1214,NS 1000 mL (Polyolefin) for chemo,ns (polyolefin),Not Recorded,1000 mL,5181,mL,1000,
1215,NS 1000 mL IV bag,NS,Not Recorded,1000 mL,7255566,mL,1000,
1216,NS 1000 mL IV bag for chemo,ns,Not Recorded,1000 mL,6608,mL,1000,
1217,NS 1000 mL btl for manufacturing,ns,Not Recorded,1000 mL,4,mL,1000,
1218,NS 1000 mL irrigation  btl,ns irrigation btl,Not Recorded,1000 mL,12,mL,1000,
1219,NS 100mL (polyolefin),nacl 0.9% (polyolefin),Not Recorded,100 mL,19458,mL,100,
1220,NS 10mL flush syr,saline flush,Not Recorded,10 mL,1349,mL,10,
1221,NS 10ml PF vial,ns pf,Not Recorded,10 mL,184,mL,10,
1222,NS 150 mL IV bag,nacl 0.9%,Not Recorded,150 mL,1929,mL,150,
1223,NS 150 mL IV bag for chemo,nacl 0.9%,Not Recorded,150 mL,585,mL,150,
1224,NS 2000 mL Irrigation bag,nacl 0.9%,Not Recorded,2000 mL,2,mL,2000,
1225,NS 250 mL IV bag,nacl 0.9%,Not Recorded,250 mL,779191,mL,250,
1226,NS 250 mL IV bag for IV Set,nacl 0.9%,Not Recorded,250 mL,14611,mL,250,
1227,NS 250 mL IV bag for chemo,nacl 0.9%,Not Recorded,250 mL,18498,mL,250,
1228,NS 250 mL IV btl,nacl 0.9% bottle,Not Recorded,250 mL,5463,mL,250,
1229,NS 250 mL IV btl for chemo,nacl 0.9%,Not Recorded,250 mL,59,mL,250,
1230,NS 250 mL Prime bag for Chemo,nacl 0.9%,Not Recorded,250 mL,15,mL,250,
1231,NS 250mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded,250 mL,461957,mL,250,
1232,NS 250mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,250 mL,495,mL,250,
1233,NS 250mL bag for narc drip,nacl 0.9%,Not Recorded,250 mL,83347,mL,250,
1234,NS 30 mL Bacteriostatic inj,sodium chloride bacteriostatic,Not Recorded,30 mL,1,mL,30,
1235,NS 3000 mL Irrigation bag,ns irrigation,Not Recorded,3000 mL,12,mL,3000,
1236,NS 3mL flush,saline flush,Not Recorded,3 mL,6,mL,3,
1237,NS 50 mL IV bag,nacl 0.9%,Not Recorded,50 mL,1555074,mL,50,
1238,NS 50 mL IV bag for chemo,nacl 0.9%,Not Recorded,50 mL,11616,mL,50,
1239,NS 500 mL IV bag,nacl 0.9%,Not Recorded,500 mL,395487,mL,500,
1240,NS 500 mL IVPB,nacl 0.9%,Not Recorded,500 mL,187,mL,500,
1241,NS 500 mL irrigation btl,nacl 0.9%,Not Recorded,500 mL,3,mL,500,
1242,NS 500mL (Polyolefin),nacl 0.9% (polyolefin),Not Recorded,500 mL,7316,mL,500,
1243,NS 500mL (Polyolefin) for chemo,nacl 0.9% (polyolefin),Not Recorded,500 mL,9861,mL,500,
1244,NS 500mL IV bag for chemo,nacl 0.9%,Not Recorded,500 mL,10335,mL,500,
1245,NS Continuous Bladder Irrigation 3000mL,NS Bladder Irrigation,Not Recorded,3000 mL,1,mL,3000,
1246,NS PCA,nacl 0.9%,Not Recorded,none,59082,,,
1247,NS inj (Preservative Free),ns pf,Not Recorded,none,147,,,
1248,NS inj (Preservative Free),ns pf.,Not Recorded,none,56,,,
1249,NS+20 mEq KCl 1000 mL IV bag,ns + kcl,Not Recorded,1000 mL,77705,mL,1000,
1250,NS+40 mEq KCl 1000 mL,ns + kcl,Not Recorded,1000 mL,17456,mL,1000,
1251,NTG 0.3 mg=1/200Gr SL tab,nitroglycerin,Not Recorded,none,1,,,
1252,NTG 0.4 mg=1/150Gr SL tab,nitroglycerin,Not Recorded,none,149,,,
1253,NTG Aerosol Spray,nitroglycerin,Not Recorded,none,45,,,
1254,NaCl conc 23.4% (4meq/mL) for compounding,na chloride conc(23.4%),Not Recorded,none,11938,,,
1255,NaCl conc 23.4% 5mL syr,na chloride conc(23.4%),Not Recorded,5 mL,5,mL,5,
1256,NaCl conc 23.4% 5mL syr (Dialysis),na chloride conc(23.4%),Not Recorded,5 mL,5,mL,5,
1257,Nafcillin 0.01mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,7,,,
1258,Nafcillin 0.1mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,7,,,
1259,Nafcillin 10 gm inj,nafcillin,Not Recorded,none,6300,,,
1260,Nafcillin 10mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,8,,,
1261,Nafcillin 1gm inj,nafcillin,Not Recorded,none,72,,,
1262,Nafcillin 1gm/50 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded,50 mL,5,mL,50,
1263,Nafcillin 1gm/50mL NS,nafcillin/ns,Not Recorded,50 mL,265,mL,50,
1264,Nafcillin 20mg/mL neonate syringe,nafcillin/ns in syringe,Not Recorded,none,32,,,
1265,Nafcillin 2gm Desensitization Rx Protocol- initiate,Nafcillin 2gm Desensitization Rx Protocol- initiate,Not Recorded,none,1,,,
1266,Nafcillin 2gm inj,nafcillin,Not Recorded,none,1714,,,
1267,Nafcillin 2gm/100 mL Iso-Dex,nafcillin in Iso-Dex,Not Recorded,100 mL,853,mL,100,
1268,Nafcillin 2gm/100mL NS IVPB,nafcillin/ns,Not Recorded,100 mL,15681,mL,100,
1269,Nafcillin 50mg/mL for Desensitization,nafcillin/ns for desensitization,Not Recorded,none,8,,,
1270,Nalbuphine 10 mg/1 mL inj,nalbuphine,Not Recorded,1 mL,11403,mL,1,
1271,Nalbuphine 20 mg/1 mL inj,nalbuphine,Not Recorded,1 mL,2168,mL,1,
1272,Naloxone (HIGH CONCENTRATION)  2 mg/2 mL syringe,naloxone,Not Recorded,2 mL,769,mL,2,
1273,Naloxone 0.4 mg/ 1 mL inj,naloxone,Not Recorded,1 mL,23004,mL,1,
1274,Nelarabine 250 mg/ 50mL inj,nelarabine,Not Recorded,50 mL,81,mL,50,
1275,Neonatal TPN,Neonatal TPN,Not Recorded,none,1633,,,
1276,Neonate Hyperalimentation,Hyperalimentation neonate,Not Recorded,none,938,,,
1277,Neonate Starter Hyperal 250mL,neonate starter hyperal,Not Recorded,250 mL,50,mL,250,
1278,Neostigmine 1 mg/mL 10 mL inj,neostigmine,Not Recorded,10 mL,317,mL,10,
1279,Neostigmine 1 mg/mL inj,neostigmine,Not Recorded,none,12,,,
1280,Neostigmine 3mg/3mL inj,neostigmine,Not Recorded,3 mL,1,mL,3,
1281,Neostigmine 3mg/3mL inj,neostimine,Not Recorded,3 mL,18,mL,3,
1282,Neostigmine 5mg/5mL Syr for Pyxis,neostigmine,Not Recorded,5 mL,1,mL,5,
1283,NiCARdipine 100mcg/mL 10 mL-OR syringe,niCARdipine,Not Recorded,10 mL,13424,mL,10,
1284,NiCARdipine 25mg/10mL inj,niCARdipine,Milligram/Hour,10 mL,13873,mL,10,
1285,NiCARdipine 30 mg cap,niCARdipine,Not Recorded,none,6,,,
1286,Nicardipine 1.25mg/6.25mL ECT syringe,nicardipine syringe,Not Recorded,6.25 mL,2,mL,6.25,
1287,Nitroglycerin 100mcg/mL for Cath Lab,nitroglycerin,Not Recorded,none,1348,,,
1288,Nitroglycerin 2% Oint 1 gm,nitroglycerin 2% 1 gm,Not Recorded,none,19,,,
1289,Nitroglycerin 200mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded,10 mL,8,mL,10,
1290,Nitroglycerin 25 mg/5 mL inj,nitroglycerin,Not Recorded,5 mL,4,mL,5,
1291,Nitroglycerin 50 mg/ 10 mL inj,nitroglycerin,Not Recorded,10 mL,3558,mL,10,
1292,Nitroglycerin 50mcg/mL 10mL OR syringe,nitroglycerin,Not Recorded,10 mL,11540,mL,10,
1293,Nitroprusside 50 mg/ 2 mL inj,nitroprusside,Not Recorded,2 mL,6338,mL,2,
1294,Normosol-R Ph 7.4 1000mL bag,electrolytes,Not Recorded,1000 mL,4,mL,1000,
1295,Not Recorded,Not Recorded,Micrograms/Minute,none,993111,,,
1296,OXALIplatin 100mg inj,OXALIplatin,Not Recorded,none,202,,,
1297,OXALIplatin 50 mg inj,OXALIplatin,Not Recorded,none,34,,,
1298,Octreotide  100 mcg/1mL inj,octreotide,Not Recorded,1 mL,3473,mL,1,
1299,Octreotide  500  mcg/1 mL  inj,octreotide,Not Recorded,1 mL,549,mL,1,
1300,Octreotide  500  mcg/1 mL  inj ADD,octreotide add,Not Recorded,1 mL,124691,mL,1,
1301,Octreotide 1 mg/mL 5 mL inj,octreotide,Not Recorded,5 mL,111,mL,5,
1302,Octreotide 10 mcg/mL neonate syringe,octreotide,Not Recorded,none,3,,,
1303,Octreotide 100 mcg/0.2 mL syringe,octreotide,Not Recorded,0.2 mL,4,mL,0.2,
1304,Octreotide 20 mg/5 mL LAR inj,octreotide,Not Recorded,5 mL,1,mL,5,
1305,Octreotide 30 mg LAR Kit,octreotide,Not Recorded,none,6,,,
1306,Olanzapine 10 mg IM,olanzapine,Not Recorded,none,191,,,
1307,Ondansetron 4 mg ODT,ondansetron ODT,Not Recorded,none,112,,,
1308,Ondansetron 4 mg tab,ondansetron,Not Recorded,none,85,,,
1309,Ondansetron 4 mg/2 mL inj,ondansetron,Not Recorded,2 mL,1337705,mL,2,
1310,Ondansetron 40 mg/20 mL inj (MDV),ondansetron,Not Recorded,20 mL,1423,mL,20,
1311,Ondansetron 8 mg tab,ondansetron,Not Recorded,none,33,,,
1312,Ondansetron 8mg/NS IVPB,ondansetron/ns,Not Recorded,none,29,,,
1313,Ophth. Lubricant (Refresh P.M.) 3.5 gm,ophthalmic lubricant,Not Recorded,none,2,,,
1314,Oxacillin 1000mg inj,oxacillin,Not Recorded,none,323,,,
1315,Oxacillin 40mg/mL/NS neonate syringe,oxacillin in NS syringe,Not Recorded,none,42,,,
1316,Oxymetazoline 0.05% nasal spray 15 mL,oxymetazoline 0.05%,Not Recorded,15 mL,229,mL,15,
1317,Oxytocin 10 units/ 1 mL inj,oxytocin,Not Recorded,1 mL,2422,mL,1,
1318,Oxytocin 10 units/mL inj 10mL,oxytocin,Not Recorded,10 mL,45,mL,10,
1319,Oxytocin 15 unit(s)/NS 250mL (Induction),oxytocin/ns,Not Recorded,250 mL,65537,mL,250,
1320,Oxytocin 20 unit(s)/LR 1000mL (Infusion),oxytocin/LR,Not Recorded,1000 mL,21097,mL,1000,
1321,Oxytocin 20 units/1000 mL NS for infusion,oxytocin in NS,Not Recorded,1000 mL,8722,mL,1000,
1322,Oxytocin 20 units/500mL (Infusion),oxytocin infusion,Not Recorded,500 mL,22608,mL,500,
1323,Oxytocin 20 units/500mL (Infusion),oxytocin/LR,Not Recorded,500 mL,6933,mL,500,
1324,Oxytocin 30 units/NS 500 mL,oxytocin/NS,Not Recorded,500 mL,5110,mL,500,
1325,P.D. 1.5% 1000mL bag,p.d.soln 1.5%,Not Recorded,1000 mL,1,mL,1000,
1326,PACLItaxel 30 mg/5 mL inj,PACLItaxel,Not Recorded,5 mL,149,mL,5,
1327,PACLItaxel 300 mg/50 mL inj,PACLItaxel,Not Recorded,50 mL,384,mL,50,
1328,PACLItaxel 6 mg/mL inj,PACLItaxel,Not Recorded,none,3,,,
1329,PACLItaxel Protein-Bound 100mg inj,PACLItaxel protein-bound,Not Recorded,none,36,,,
1330,PCA IV Syringe,PCA IV Syringe,Not Recorded,none,65,,,
1331,PCA Reservoir & Syringe Volume Confirm,PCA Reservoir & Syringe Volume Confirm,Not Recorded,none,3,,,
1332,"PCN G Ben 300,000 unit(s)/1 mL inj",penicillin g benzathine,Not Recorded,1 mL,1,mL,1,
1333,PCN G Benzathine  1.2 mu/2 mL inj,penicillin g benzathine,Not Recorded,2 mL,2,mL,2,
1334,"PCN-G Procan 600,000 units/1 mL inj",penicillin g procaine,Not Recorded,1 mL,1,mL,1,
1335,PD Low Cal Ultra 1.5% 2 Liter,pd low cal 1.5% 2L,Not Recorded,2 L,2,L,2,
1336,PEMEtrexED 500 mg inj,PEMEtrexED,Not Recorded,none,8,,,
1337,PEMEtrexED 500 mg inj,pemetrexed,Not Recorded,none,7,,,
1338,PHENYLephrine 0.25% 30mL nsl spray,PHENYLephrine 0.25% nas spray,Not Recorded,30 mL,1,mL,30,
1339,PHENYLephrine 0.25% nsl spray 15 mL,PHENYLephrine nasal 0.25% spray,Not Recorded,15 mL,1,mL,15,
1340,PHENYLephrine 0.5% nasal spray 15mL,PHENYLephrine 0.5%,Not Recorded,15 mL,108,mL,15,
1341,PHENYLephrine 1% nasal spray 15 mL,PHENYLephrine 1%,Not Recorded,15 mL,1,mL,15,
1342,PHENYLephrine 10 mg/ 1 mL inj,PHENYLephrine,Not Recorded,1 mL,53849,mL,1,
1343,PHENYLephrine 1mg/10mL (1000mcg) inj,PHENYLephrine,Not Recorded,10 mL,298,mL,10,
1344,PHENYLephrine 1mg/10mL (1000mcg) ns syringe OR,PHENYLephrine,Not Recorded,10 mL,2182,mL,10,
1345,PHENYLephrine 50 mg/ 5 mL inj,PHENYLephrine,Not Recorded,5 mL,76,mL,5,
1346,PHENYLephrine 500mcg/mL 20mL syringe (I-cavernous),phenylephrine,Not Recorded,20 mL,4,mL,20,
1347,PRMX Alteplase 25 mg ADD for LVAD,alteplase,Milligram/Hour,none,1051,,,
1348,PRMX Argatroban 125mg/ 125 mL vial,argatroban,Not Recorded,125 mL,359,mL,125,
1349,PRMX Bivalirudin 250 mg inj,PRMX bivalirudin,Milligram/Kilogram/Hour,none,260,,,
1350,PRMX Bivalirudin 250 mg inj,bivalirudin,Not Recorded,none,469,,,
1351,PRMX DOBUTamine 1gm/D5W 250 mL (dbl),DOBUTamine-d5w,Microgram/Kilogram/Minute,250 mL,84232,mL,250,
1352,PRMX DOBUTamine 250mg/D5W 250 mL,DOBUTamine-d5w,Microgram/Kilogram/Minute,250 mL,3525,mL,250,
1353,PRMX DOBUTamine 500 mg Drip Std*,DOBUTamine/d5w,Microgram/Kilogram/Minute,none,655741,,,
1354,PRMX DOBUTamine 50mg/NS 50ml,DOBUTamine in ns,Not Recorded,50 mL,98,mL,50,
1355,PRMX DOPamine 400 mg Drip std*,DOPamine/d5w,Not Recorded,none,74693,,,
1356,PRMX DOPamine 800 mg/250 mL Drip DBL,DOPamine - d5w,Microgram/Kilogram/Minute,250 mL,2410,mL,250,
1357,PRMX EPInephrine 2mg/D5W drip std*,EPInephrine in d5w,Not Recorded,none,4539,,,
1358,PRMX EPInephrine 4mg/D5W drip std*,EPInephrine in d5w,Microgram/Kilogram/Minute,none,334797,,,
1359,PRMX EPInephrine 4mg/NS drip,EPInephrine in ns,Microgram/Kilogram/Minute,none,1277,,,
1360,PRMX Eptifibatide 200 mg/100 mL Drip,eptifibatide/water,Not Recorded,100 mL,207,mL,100,
1361,PRMX Esmolol 2.5gm/250 mL Drip std*,esmolol,Microgram/Kilogram/Minute,250 mL,51749,mL,250,
1362,"PRMX Fentanyl  2,500 mcg / 50 mL Premix Drip",fentanyl citrate,Not Recorded,50 mL,1982583,mL,50,
1363,PRMX Fentanyl  5000 mcg / 100 mL Premix Drip Double,fentaNYL,Not Recorded,100 mL,43392,mL,100,
1364,"PRMX HePARIN 25,000 units/250 mL Premix std*",hePARIN premix,Not Recorded,250 mL,2733486,mL,250,
1365,PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone PF,Not Recorded,none,6939,,,
1366,PRMX Hydromorphone 20 mg/NS Drip,HYDROmorphone in ns,Not Recorded,none,43,,,
1367,PRMX Insulin Reg Hum.,insulin reg human premix,Not Recorded,none,569298,,,
1368,PRMX Insulin Reg Hum. 100 units/100ml,insulin reg human premix,U/Hr,100 mL,459732,mL,100,
1369,PRMX Insulin Reg Human 250units Drip std* (OR charging),insulin reg human in ns,Not Recorded,none,293,,,
1370,PRMX Lidocaine 2 gm/250 mL D5W Drip std*,lidocaine in d5w,Not Recorded,250 mL,44582,mL,250,
1371,PRMX Midazolam 100mg Drip Std*,midazolam in ns,Not Recorded,none,307036,,,
1372,PRMX Milrinone 20mg/100mL D5W drip,PRMX milrinone in d5w,Not Recorded,100 mL,11252,mL,100,
1373,PRMX Milrinone 40 mg Drip std*,milrinone/d5w,Not Recorded,none,1148623,,,
1374,PRMX NOREPInephrine 4 mg/250 mL NS Drip,NOREPInephrine NS premix drip,Not Recorded,250 mL,1328332,mL,250,
1375,PRMX NOREPInephrine 4mg/250ml D5W Drip,NOREPInephrine in d5w,Microgram/Kilogram/Minute,250 mL,67520,mL,250,
1376,PRMX NiCARdipine 40 mg/200mL NS  Drip std*,niCARdipine/NS,Milligram/Hour,200 mL,358969,mL,200,
1377,PRMX Nitroglycerin 50 mg Drip std*,nitroglycerin/d5w,Micrograms/Minute,none,115331,,,
1378,PRMX PHENYLephrine 25mg/D5W drip,PHENYLephrine in d5w,Microgram/Kilogram/Minute,none,155,,,
1379,PRMX PHENYLephrine 25mg/NS drip std*,PHENYLephrine in ns,Microgram/Kilogram/Minute,none,139011,,,
1380,PRMX Propofol 1000 mg/100 mL std*,propofol,Microgram/Kilogram/Minute,100 mL,885654,mL,100,
1381,PRMX Propofol 500 mg/ 50 mL bottle,propofol,Not Recorded,50 mL,2077,mL,50,
1382,PRMX Tirofiban 12.5 mg/250 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute,250 mL,31634,mL,250,
1383,PRMX Tirofiban 5 mg/100 mL Drip,tirofiban in ns,Microgram/Kilogram/Minute,100 mL,101,mL,100,
1384,PRMX Vasopressin 40 unit/100mL NS Drip (DBL Volume),vasopressin double volume drip,Unit/Minute,100 mL,5,mL,100,
1385,PRMX clevidipine 25 mg/50 mL Drip std*,PRMX clevidipine drip,Milligram/Hour,50 mL,3829,mL,50,
1386,PRMX dexmedetomidine 400mcg/100ml NS Drip,dexmedetomidine NS premix drip,Microgram/Kilogram/Hour,100 mL,1246108,mL,100,
1387,PRMX diltiazem 100 mg drip,diltiazem,Microgram/Kilogram/Minute,none,34652,,,
1388,PRMX diltiazem 125 mg drip,diltiazem,Milligram/Hour,none,15638,,,
1389,PRMX fentaNYL 2500 mcg/250 mL NS,PRMX fentaNYL,Microgram/Kilogram/Hour,250 mL,25708,mL,250,
1390,PRMX ketamine 400 mg Drip DBL (FOR ICU),ketamine drip,Milligram/Kilogram/Hour,none,76254,,,
1391,PRMX morphine 100 mg/100 mL NS Drip,morphine,Not Recorded,100 mL,7281,mL,100,
1392,PRMX sodium bicarbonate 150 mEq D5W 1000 mL,sodium bicarbonate/d5w,Not Recorded,1000 mL,3522,mL,1000,
1393,Palifermin 6.25mg (6250 mcg) inj,palifermin,Not Recorded,none,734,,,
1394,Palonosetron 250mcg/5mL inj,palonosetron,Not Recorded,5 mL,224,mL,5,
1395,Pamidronate 30 mg/10ml  injection,pamidronate,Not Recorded,10 mL,489,mL,10,
1396,Pamidronate 90 mg/10 mL inj,pamidronate,Not Recorded,10 mL,69,mL,10,
1397,Panitumumab100 mg/5mL inj,panitumumab,Not Recorded,5 mL,3,mL,5,
1398,Pantoprazole 40 mg granules,pantoprazole,Not Recorded,none,3,,,
1399,Pantoprazole 40 mg inj,pantoprazole,Not Recorded,none,945370,,,
1400,Pantoprazole 40 mg tab,pantoprazole,Not Recorded,none,29,,,
1401,Pantoprazole IV for Invest.study,pantoprazole P#3001k200042,Not Recorded,none,9,,,
1402,Paricalcitol 2 mcg/mL inj,paricalcitol,Not Recorded,none,632,,,
1403,Paricalcitol 5 mcg/mL inj,paricalcitol,Not Recorded,none,19,,,
1404,Pegaspargase 750 units/1mL inj,pegaspargase,Not Recorded,1 mL,92,mL,1,
1405,Pembrolizumab 100 mg inj,pembrolizumab,Not Recorded,none,1,,,
